image_path,label,name,brand,notes,image_url
perfume_images\z85tt31xjwg1g3tfb6dooc6hgsmzudrf82po7m3glf1twq72dbm6aegd18vn-w500-q85.jpg,Woody,Oud Edition,Roberto Cavalli,"Oud / Agarwood, Vanilla, Mandarin, Orange Blossom, Amber, Incense / Olibanum, Leather, Saffron",
perfume_images\6gz8m6ijm96sxyqxb3px3dhl007553ukiuoaa3w1twe0rwakrgy85l0ds78y-w500-q85.jpg,Woody,Aclus,Accendis,"Oud / Agarwood, Bergamot, Cypriol / Nagarmota, Guaiac Wood, Balsam (Peru), Cardamom, Iris / Orris, Lemon",
perfume_images\4e5r5iljixu7whey8ndntaka75laxh2juxe88780gxsgd00qz2fi4cgqdiot-w500-q85.jpg,Floral,White,Scent Library,"Freesia, Musk, Violet, Cedarwood, Incense / Olibanum",
perfume_images\cahyvwncwjqwyez0ssljmfic5h0g3jsaefg9nx1p72auhzi78gz78k63o0c4-w500-q85.jpg,Citrus,Jardin D'Amalfi,Creed,"Bergamot, Tangerine, Vetiver (Haiti), Lemon, Apple, Rose (Bulgaria), Cedarwood (Virginia), Cinnamon, Musk",
perfume_images\sxpt8pr6cyonomt6l9yd6b4c6tias6hqyunwe2j52e3q3dqhx3hstffw82g4-w500-q85.jpg,Floral,Whispers Of Truth,House Of Sillage,"Jasmine, Caramel, Rose, Bergamot, Grapefruit, Musk",
perfume_images\00498_Les_Annees_25_Bis_Eau_de_Parfum.jpg,Citrus,Les Annees 25 Bis Eau de Parfum,Tauer Perfumes,"Bergamot, lemon, orange, peach, rose, iris, ylang, benzoin, vetiver, patchouli, ambergris",https://static.luckyscent.com/images/products/31470.jpg?width=400&404=product.png
perfume_images\9ikoij4lalbvrk1c8ng62jcxdlnfpc1i6p3nppkjylumicz1nbxd2zqc0uo6-w500-q85.jpg,Floral,Tales Ibiza,Skinn,"Rose, Amber, Melon, Bergamot, Ginger, Cedarwood, Cinnamon, Musk, Sandalwood",
perfume_images\01994_Musc_Bleu_Eau_de_Parfum.jpg,Citrus,Musc Bleu Eau de Parfum,Il Profumo,"Neroli flower, oak moss, moss flowers, woods, Ylang-Ylang, black geranium, white sandalwood.",https://static.luckyscent.com/images/products/28910.jpg?width=400&404=product.png
perfume_images\e1pb52ok8hkjruouwcb51h12if6i12hj8iinz4bvkd4d2umc8meqnnz1yfcu-w500-q85.jpg,Woody,Cara Mia,Aigner,"Patchouli, Bergamot, Jasmine (Sambac), Mandarin, Cashmeran (Woody musky), Ciste Labdanum, Coriander, Incense / Olibanum, Iris / Orris, Peach, Black Pepper",
perfume_images\fzt6b9tydengxcnt8u4t6587m8cp9eygswg9zmsqe90gjikunb4dbdfv7tl4-w500-q85.jpg,Floral,L'Amandière,Heeley,"Hyacinth, Jasmine, Fresh Cut Grass, Rose",
perfume_images\ptmllgqrcakv2lbubmimfzy0ttr1no495nnqv47ay7jpotm2bxvn4kuqyh2m-w500-q85.jpg,Woody,Joop! Wow!,Joop!,"Cashmeran (Woody musky), Violet Leaves, Geranium, Vetiver, Bergamot, Cardamom, Tonka Bean, Vanilla",
perfume_images\x4yoiknc9md2twd6w8engw4y7g28wmjlinlttxjlwrsumda1bi43zebm24iu-w500-q85.jpg,Woody,Choice Of Champions Be Bad,Everlast,"Sandalwood, Orange Blossom, Tonka Bean, Vetiver, Bergamot, Cinnamon, Jasmine, Musk, Patchouli, Tobacco Leaf",
perfume_images\19fyyepjr9a7kn0e1nkcaokn2ypzpsd5krd0gi0hmtvsjy6vdfhmzwhim3e1-w500-q85.jpg,Floral,Sun Pop Arty Pink,Jil Sander,"Jasmine, Pink Pepper, Sandalwood",
perfume_images\to1e1u8cpamsk7hfiz4ucf6scpt6kc7nmfyiwi9s2i3acdxy2f0zioryph6r-w500-q85.jpg,Floral,Scandalous Dare,Victoria'S Secret,"Jasmine, Tuberose, Plum, Freesia, Peony, Lemon, Musk, Tonka Bean, Vanilla, Woody Notes",
perfume_images\lu7210ft2mjogn28ez0eq0vyl4w29f54k4sku00m1863bmbrz1q210hkgvah-w500-q85.jpg,Woody,Loewe 001 Woman Eau De Toilette,Loewe,"Sandalwood, Musk, Jasmine (Egypt), Bergamot, Lemon, Mandarin, Peony, Tonka Bean",
perfume_images\60luhe3pki4vd88p4ppsaf2agv4j2rc0r1nt3krwuhqxbjb0bl0bfbmj3nl4-w500-q85.jpg,Floral,Rose Intense,Atelier Rebul,"Rose (Turkey), Iris / Orris, Jasmine, Lily Of The Valley, Pear, Peony, Woody Notes, Apple, Violet Leaves",
perfume_images\kejbeq9yh3j4bd9bw31enfo2eenrkroms3gmx46tsl8i4y7f72f3411w1zdz-w500-q85.jpg,Floral,Ciel Woman,Amouage,"Violet Leaves, Musk, Gardenia, Jasmine, Rose, Amber, Cedarwood, Incense / Olibanum, Sandalwood",
perfume_images\pzq63lb639aans5hr23a5h5n9s3knlggmirx5sjwhy61ffobcx21x2nk2ao4-w500-q85.jpg,Woody,Vanderbilt In Red,Vanderbilt,"Vetiver, Jasmine, Bergamot, Pear, Pink Pepper, Musk, Rose, Vanilla",
perfume_images\z5o2r59lr2lmglalgkm0ba6l8agdtbu8nz1lq5pf2frhurfvhxsci3ks6fcb-w500-q85.jpg,Woody,Stash Sjp,Sarah Jessica Parker,"Massoia, Patchouli, Clary Sage, Cedarwood (Atlas), Vetiver, Grapefruit, Incense / Olibanum, Musk, Black Pepper",
perfume_images\01381_Habdan_Eau_de_Parfum.jpg,Amber_Oriental,Habdan Eau de Parfum,Parfums de Marly,"Frankincense, saffron, apple, agarwood, rose, amber, maltol, opoponax",https://static.luckyscent.com/images/products/70010.jpg?width=400&404=product.png
perfume_images\01306_Soleil_Blanc_Eau_de_Parfum.jpg,Sweet,Soleil Blanc Eau de Parfum,TOM FORD Private Blend,"Amber, coconut, beachy floral notes Click Here For Ingredients ÃClose Soleil Blanc by TOM FORD Private Blend Ingredients Please be aware that ingredient lists may change or vary from time to time.  Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://static.luckyscent.com/images/products/63543.jpg?width=400&404=product.png
perfume_images\02000_Chocolat_Eau_de_Parfum.jpg,Floral,Chocolat Eau de Parfum,Il Profumo,"mandarin, nutmeg, sandalwood, galbanum, cocoa, plum, jasmine, yellow rose, vanilla",https://static.luckyscent.com/images/products/28905.jpg?width=400&404=product.png
perfume_images\00163_Black_II_Parfum_Extrait.jpg,Citrus,Black II Parfum Extrait,Widian,"Plum, Mandarin, Rose, Sandalwood, Musk, Vanilla, Moss",https://static.luckyscent.com/images/products/70901.jpg?width=400&404=product.png
perfume_images\hpmmwl1y8dag5yzh6tvgjs1b5iweqy8a1jb8k2n8k5r9udap4xgcfp0l1ttu-w500-q85.jpg,Woody,Isa,Jacques Saint Près,"Nutmeg, Woody Notes, Spicy Notes, Musk",
perfume_images\bk25xu174j962l1bh435yhpclu4cmv7uvu5qpqpb2veepn9zqbh4ge5qw85g-w500-q85.jpg,Floral,Mujercitas Funny,Fragancias Cannon,"Rose, Blackcurrant Bud, Sandalwood, Melon, Peach, Violet",
perfume_images\i81ogc1ohciu0ax26rrdlurshln1z78n7rqswqoj9h0p1x8wrvkwd1ercxqx-w500-q85.jpg,Floral,Nina Monster,Nina Ricci,"Peony, Pear, Amber, Blackcurrant Bud, Praline, Tonka Bean, Candy",
perfume_images\01343_African_Leather_Eau_de_Parfum.jpg,Woody,African Leather Eau de Parfum,MEMO,"Bergamot, cardamom, saffron, cumin, geranium, patchouli, oud, leather, vetiver, musk",https://static.luckyscent.com/images/products/69118.jpg?width=400&404=product.png
perfume_images\i3893qe68ylondut0o4lwn7lei26ybgp5efeb7uisg3ofgwowavq4umxfui4-w500-q85.jpg,Floral,J'Adore L'Absolu,Dior,"Tuberose, Rose Damascena, Jasmine (Sambac), Ylang-ylang, Orchid, Sweet Pea, Violet, Rose (Grasse), Ivy, Mandarin, Musk, Plum",
perfume_images\v1lysbevv63s6ikc6u7hwulu9ezj0p1g3pflt9ttnkyheg4fv04bsu1b8ix7-w500-q85.jpg,Woody,360° Purple For Women,Perry Ellis,"Oakmoss, Jasmine, Lily Of The Valley, Mimosa, Rose, Tuberose, Musk, Peach, Sandalwood",
perfume_images\fagolfvexxh6q7ifghk7jr5twn3xx5quf740iv4fexymlq7d2kvrg5fnalvf-w500-q85.jpg,Woody,Terra Rossa,Salvatore Ferragamo,"Amber, Patchouli, Tonka Bean, Ciste Labdanum, Woody Notes, Bergamot, Bitter Orange, Rose",
perfume_images\vfqmtgyn32qk7roznkttjdpb83ca08icou1bpsbiexiegyoggyyv8kwmek1e-w500-q85.jpg,Citrus,Green Tea Summer 2005,Elizabeth Arden,"Green Tea, Lemon, Tangerine, Amber, Musk, Passion Fruit, Rose",
perfume_images\3i6vcwdmmnbq8pppoqgrhnhy7o5t2shpb71dod6035i27sz80cdfkmtq7h6g-w500-q85.jpg,Floral,Compotas Corporais Coco,L'Occitane,"Floral Notes, Mandarin, Lemon",
perfume_images\s31mqh11n0dmr5icmocmm6i2w7z2va83a5n4c7aea27i0tkkwdmxh8b407j9-w500-q85.jpg,Citrus,White Tea Mandarin Blossom,Elizabeth Arden,"Mandarin, Orange Blossom, Bergamot, Lemon, Neroli, Cedarwood, Jasmine, Musk, Osmanthus, Ambrox (Ambergris)",
perfume_images\zpmtylvmyfjn304dc6e0vf1rb6t5lg2lsrz5vooc64r65jvfb2f3r87menvo-w500-q85.jpg,Floral,Wandervogel,27 87,"Musk, Floral Notes, Anise, Marine, Mint",
perfume_images\5hwnbowmuvaj669xgu8cf813o54apg90cgq36zot09qrmmgrjtkkeixet1dy-w500-q85.jpg,Woody,Vanilla & Patchouli,Officine Del Profumo,"Vanilla, Cashmeran (Woody musky), Pink Pepper, Sandalwood, Ambergris, Vanilla (Madagascar), Cinnamon, Bergamot, Musk",
perfume_images\14xug02z1ol0hzdkdtke8cshxf8bonwjqiq3gg6nv6ce9zq7bqe0duax2dp1-w500-q85.jpg,Woody,Hugo Red,Hugo Boss,"Cedarwood, Amber, Grapefruit, Aldehyde, Rhubarb",
perfume_images\spofnpn1s0ll9xfvkeg1hmybjvktzpyubr132baqne9ge0hjw4df2qudm0lm-w500-q85.jpg,Woody,Poivre Sacré,Caron,"Black Pepper, Patchouli, Incense / Olibanum, Rose, Elemi, Ciste Labdanum, Coriander, Guaiac Wood, Nutmeg, Saffron",
perfume_images\zcnh6ki0bggplvtl7o1infzjh8l7xhaogrbebzp90vp9rr4bv1b00uoh5l4q-w500-q85.jpg,Sweet,Black Opium Intense,Yves Saint Laurent,"Coffee, Vanilla, Orange Blossom",
perfume_images\yx82xwyqwkfz1jxcrb0o9mgl6x0uu8ub8t39mo79qp2csfqgb6hwwg2b8hom-w500-q85.jpg,Amber_Oriental,Kenzo Memori Coeur Azuki,Kenzo,Vanilla,
perfume_images\02041_Pink_Eau_de_parfum.jpg,Woody,Pink Eau de parfum,Nanadebary,"nutmeg, coriander, Sicilian tangerine, bergamot, sandalwood, cedar, Indian amber, Bourban vanilla Recent Press German Vogue, Elle UK, Wallpaper 2002, Diva, Cosmopolitan",https://static.luckyscent.com/images/products/13502.jpg?width=400&404=product.png
perfume_images\3y6lvoedgay8p9ifnqq6tlv3c4kb142kcbbkvibkzgr5w98mgbm82out6scx-w500-q85.jpg,Fresh,Pi Air,Givenchy,"Lavandin, Rosemary, Musk, Benzoin, Cedarwood, Ginger, Grapefruit, Neroli, Patchouli, Pepper, Paradisone (light Jasmine)",
perfume_images\n264bwcxnm92edj8kr9oi2cwfai6oi1d084aj4ukhc7415dzx35tdmdhmwuc-w500-q85.jpg,Floral,Rêve De Chèvrefeuille,Jardin De France,"Honeysuckle, Musk, Neroli, Jasmine, Rose, Ylang-ylang, Vetiver",
perfume_images\kbmzb6g9mt85v6pz3xkdnp9519yehwfm7xhmcsnwr1rmcc9365nnj1u77dcu-w500-q85.jpg,Woody,Orange X Santal By Natalie Gracia-Cetto,Essential Parfums,"Sandalwood (Australia), Bitter Orange, Oakmoss",
perfume_images\krww85m2edqpk3320dhdqdo2i5wkd7mlm7efevmmhtovo2d0trfcl2xxyyh5-w500-q85.jpg,Woody,Spirit Vip,Banderas,"Cinnamon, Neroli, Patchouli, Sandalwood, Vetiver, Amber, Vanilla, Bergamot, Musk, Orange Blossom",
perfume_images\d7pqxe16ny6cg114gcfv9nh032lm9tvb5ukid1iker285f9a4arby94awrf1-w500-q85.jpg,Woody,Junoon Oud,Al Haramain,"Woody Notes, Amber, Jasmine, Grapefruit, Musk, Palisander Rosewood, Patchouli",
perfume_images\a6uqvu5g9ptpi64aso0vccg1s49qwcpgqb8u39lowiq5p1kajxf4y2ytfddl-w500-q85.jpg,Floral,Aquavibe Romã,Avon,"Aquaflora (Lily Of The Valley), Sinfonide (Musk), Orange Blossom (Tunisia)",
perfume_images\1grhrnwhspqjoalpqrha5dp1qbav8slcmycwn068brsbkjxaxkp2er5yfwd5-w500-q85.jpg,Woody,Cubata,Jacques Zolty,"Tonka Bean, Tobacco Leaf, Guaiac Wood, Amber, Rum, Spicy Notes, Birch",
perfume_images\f4r7uhtowh4h4ymjaiqdbdnba21h37oh4w1qs3dho875gnexf9pbdkak9mwr-w500-q85.jpg,Woody,Colonia Veneziana,The Merchant Of Venice,"Cedarwood, Ginger, Rosemary, Bergamot, Lemon, Iris / Orris, Musk, Clary Sage",
perfume_images\utr793rriypt5bk080gj2cfwqf9dvdsgg48k2itm1q2lnqm5pgesnj25nvfj-w500-q85.jpg,Woody,Bois Oriental / Oriental Wood,Durance,"Leather, Ciste Labdanum, Spicy Notes",
perfume_images\eurgazfjfotrfgs7fxer7enc8oezebotbxskx88tm4uqu2r7e7y88xgyu6p8-w500-q85.jpg,Fresh,Green Irish Tweed,Creed,"Violet Leaves, Iris / Orris, Peppermint, Ambergris, Lemon, Sandalwood",
perfume_images\00723_Louve_Eau_de_Parfum_-.jpg,Floral,Louve Eau de Parfum - ...,Serge Lutens,"Almond, rose petals, fruity notes, jasmine petals, amber, musk and vanilla powder.",https://static.luckyscent.com/images/products/36120.jpg?width=400&404=product.png
perfume_images\7qz268ea8pqczfb37kfnx9vs0qcskdeunezju8olcu4yp8w2ssf72z7uey08-w500-q85.jpg,Fresh,Jaguar Classic Motion,Jaguar,"Peppermint, Ozonic Notes, Patchouli (Indonesia), Lavender (Provence), Amber, Bergamot, Birch, Coriander, Iris / Orris, Lemon, Musk, Sandalwood, Vetiver, Black Pepper",
perfume_images\nhtmrvugy52uvoakqn1aiqo1s55mn0q8baee6fp05q0ow2324mr0lsaq6w8y-w500-q85.jpg,Woody,Antidote,Viktor & Rolf,"Black Pepper, Bergamot, Saffron, Peony",
perfume_images\1kpbc2cltgqub10zalqdmg3qootu9rlavsquovhapky426h8ebddz39cdi04-w500-q85.jpg,Floral,L'Eau A La Rose,Maison Francis Kurkdjian,"Rose (Turkey), Rose Centifolia, Lychee, Peony, Violet, Musk, Pear",
perfume_images\8p6i5eatcfnvvsx63yb3h86ezqhx53v7i1196jsudhdp9akkny7eilyhyl4j-w500-q85.jpg,Floral,Miss S,Shakira,"Magnolia, Grapefruit, Musk, Violet, Rose (Bulgaria), Bergamot, Pear, Raspberry, Vanilla",
perfume_images\78h54v999a84t2gkwrot2sy4nrqug6pthlt6we95cjvyygwurfpap8ui34g8-w500-q85.jpg,Floral,Eau De Paradis,Biotherm,"Cedarwood (Lebanon), Freesia, Rose, Lemon, Musk, Sandalwood, Blackcurrant Bud",
perfume_images\irvsdhcxsxpbhiub4yuldn0dhb9tv5m70an3g2cawd308v75xuwmq85n7m57-w500-q85.jpg,Amber_Oriental,Aire De Sevilla Chic...,Instituto Español,"Vanilla, Jasmine, Orange Blossom, Orchid, Cedarwood, Neroli, Pink Pepper, Sandalwood, Blackcurrant Bud",
perfume_images\svhtoj8srvsvt7lgwij0mebs0twji3fektp40feeg5x1do9473o62bsq5i9n-w500-q85.jpg,Floral,Good Fortune,Viktor & Rolf,"Jasmine (Grandiflorum), Vanilla (Madagascar)",
perfume_images\2sot8e4svovgzg2izjhr4cft0yl0jvjtjwuwu9st2a4pckxotic62zdwctcj-w500-q85.jpg,Woody,Hamdani,Parfums De Marly,"Guaiac Wood, Benzoin, Incense / Olibanum, Cypriol / Nagarmota, Sandalwood, Clove, Leather, Myrrh, Tobacco Leaf",
perfume_images\ok6d02c39zo573ajg4uul6s7luzsezorsxrp9g4eua38yaiibnqh6bybe3gb-w500-q85.jpg,Woody,Tchelo,Antonio Dmetri,"Patchouli, Violet Leaves, Lily Of The Valley, Bergamot, Coriander, Ambergris, Rose, Vanilla, Black Pepper",
perfume_images\cmh9n2gwgc754et3r53i53suboaaulvek82e38hsvc75vy27hub1v5nqulg4-w500-q85.jpg,Woody,Vetiris,Lubin,"Vetiver, Bergamot, Cardamom, Lemon, Clary Sage, Juniper Berries, Neroli, Petitgrain, Clove, Lime, Nutmeg, Black Pepper, Iris (Florentine/Tuscany)",
perfume_images\eqa4kvd5f0e2rqx6osbfb3z195wvmulaeysec37wzyxq1cvm1wbmiwfnswb7-w500-q85.jpg,Floral,Cuba Jungle Tiger,Cuba,"Iris / Orris, Magnolia, Mandarin (green), Hyacinth, Violet",
perfume_images\8vfdikd2qqbkx9a97aqdxislbfuwj69ef9xpu3t2ll8rx5u6qwrv9o47j1fj-w500-q85.jpg,Floral,Bloomastral,J.U.S,"Osmanthus, Jasmine (Grandiflorum), Sandalwood, Tuberose",
perfume_images\k6yonecmyhal50no73agsbws2gizn12oln5q8gfzf71dfq0hgxz0h8tfuvuv-w500-q85.jpg,Floral,Juliana Paes Essence,Juliana Paes,"Pineapple, Jasmine, Lily Of The Valley, Blackcurrant Bud",
perfume_images\ff34maoix2lokz4mo6w88ofz9kqqi6iyucrdz5rhvnt2ooreup5563l4eyeb-w500-q85.jpg,Floral,Datura Blanche,Keiko Mecheri,"Tuberose, Tonka Bean, Heliotrope, Vanilla (Madagascar)",
perfume_images\k0jn9qxbr7b66k95m1az8qc1xp31321in5eue5xxv7d1nvdpn1ua8ok6kegv-w500-q85.jpg,Woody,He Wood,Dsquared2,"Vetiver, Violet, Violet Leaves, Cedarwood, Amber, Marine, Musk",
perfume_images\wjywpobabtoibh2y8eoipew7e3ezamzbdaqjtuxcvlypd136eh19koq0107t-w500-q85.jpg,Floral,Paris Sao Paulo,Carven,"Orange Blossom, Tonka Bean, Rum, Ciste Labdanum, Cardamom, Vanilla, Bergamot, Cinnamon, Patchouli",
perfume_images\2n38wcca24lxfe4hxyhbdekejil5639pg22sp80jfkawi52kfqddhfwk7dbr-w500-q85.jpg,Woody,Oud Minérale,Tom Ford,"Oud / Agarwood, Ambergris, Ambroxan (Ambergris), Cypriol / Nagarmota, Guaiac Wood, Vetiver, Cedarwood (Atlas), Salicylate (Floral notes), Ciste Labdanum, Patchouli, Pink Pepper, Sylkolide (Musk)",
perfume_images\0d488eam18xpf1gmymqkjqi6ld4m9qyi1giajyv9kz19hw9r23z0qjyijo0g-w500-q85.jpg,Woody,Secrets Of Love : Delice,M. Micallef,"Oud / Agarwood, Cinnamon, Nutmeg, Vanilla, Rose",
perfume_images\2rtvalvn1m9qzci3l0sbgt4vygsndm949egsdgqdvzqqmb8pwj9seonkifnu-w500-q85.jpg,Woody,Oriental Woods And Amber Eau De Parfum,Bespoke London,"Amber, Sandalwood, Saffron, Vetiver, Heliotrope, Jasmine, Lavender, Myrrh, Tobacco Leaf, Vanilla, Cardamom, Ginger, Musk, Black Pepper",
perfume_images\jbt8ffjlnles0fchgfntnflpedeirxv93t6o5es3htoiqk6m1xwwohztrbmm-w500-q85.jpg,Floral,Cool Water Woman Sea Rose Caribbean Summer 2018,Davidoff,"Rose, Mandarin, Cashmeran (Woody musky), Pear, Musk",
perfume_images\p5znvu0aezo3b5z5xn5fhvs6whsfhodgezi68jpu0mlta7xgb1p0slp2ncco-w500-q85.jpg,Amber_Oriental,Amber Oud Private Edition,Al Haramain,"Amber, Myrrh, Bergamot, Vanilla, Green Notes, Cedarwood, Melon, Musk, Pineapple, Praline, Woody Notes",
perfume_images\752r71ia91ehjal3drsylw91eagb5xt6quru27kpryn1bxrgrkcbmitb0l10-w500-q85.jpg,Fresh,Cool Water Mediterranean Summer Edition 2019,Davidoff,Juniper Berries,
perfume_images\p87nimdh4ti9w25qzh32dj06e0umachpmyd895qv1n1qz837c6ebcdcl2o9n-w500-q85.jpg,Floral,Her Secret Desire,Banderas,"Neroli, Benzoin, Vanilla, Jasmine (Sambac), Raspberry, Gardenia, Iris / Orris, Sandalwood, Bergamot",
perfume_images\kah1lb3frxay09ldaxnhefbu4g156fvuehi53dmrtsoj4s7bde0ixuzybv04-w500-q85.jpg,Woody,Shaghaf Oud Abyad,Swiss Arabian,"Oud / Agarwood, Incense / Olibanum, Amber, Myrrh, Opoponax, Sandalwood, Citruses, Bergamot, Leather, Patchouli",
perfume_images\zyifwsbvj7d3qnfckwe075aqjjr4a2laiwo6ced8aytvnskitgafimde46jw-w500-q85.jpg,Sweet,Candy Love,B.U.,"Jasmine, Praline, Strawberry, Sandalwood, Vanilla",
perfume_images\lweppxsn0qc2mu7dkc0etgyx7jn1l4qt4giuhby8vrxobnciphweasvu1f27-w500-q85.jpg,Woody,Au Poil,Au Poil,"Cedarwood, Lemon, Mandarin, Vetiver, Ginger, Neroli, Jasmine, Musk",
perfume_images\u4f71x2jcjokzqdel6mklexaghpcqjk8glgn88aa2aoz9vwu9tlcmkttyx1n-w500-q85.jpg,Woody,Epupa Mon Amour,Ella K,"Vetiver, Sandalwood, Black Pepper, Guaiac Wood, Ciste Labdanum, Tonka Bean",
perfume_images\rwivul56cajd4gkma4wcem8hxwc17g99sw5g6s4qzg0qw291g6376ldbtvfk-w500-q85.jpg,Floral,Colour Me Gold Femme,Milton-Lloyd,"Jasmine, Raspberry, Caramel, Lily, Rose, Citruses, Neroli, Musk, Patchouli",
perfume_images\gae7dku6hoecogb8ri0rjbg0eejyrlwpsgg1u34z5clqdeup9q7wq0p059y5-w500-q85.jpg,Floral,Me,Mamaearth,"Jasmine (India), Cashmeran (Woody musky), Petitgrain, Rose Damascena, Musk, Neroli, Peach",
perfume_images\ud5sl9fsvf4dk3w1ato1rhgp5xfclm7rxszttxr5pof4ilclnkutbxzozf4s-w500-q85.jpg,Fresh,Tom Tailor Be Natural For Him,Tom Tailor,"Clary Sage, Geranium (Egypt), Violet Leaves, Lime, Sandalwood",
perfume_images\fux6aqkgy97ptr1kiuj0wd3nqfqdqeyuctzrjm8pf8cbwakpswt69h0bylbm-w500-q85.jpg,Amber_Oriental,Varens Essentiel : Ambre Mysterieux,Ulric De Varens,"Amber, Vanilla, Bergamot, Tonka Bean, Jasmine, Rose, Palisander Rosewood",
perfume_images\00380_Vesna_Cologne_Eau_de_Parfum.jpg,Citrus,Vesna Cologne Eau de Parfum,Bortnikoff,"Lemon, Black Tea, Tomato Leaf, Pineapple, Magnolia, Dried Fruits Extrait, Nagarmotha",https://static.luckyscent.com/images/products/804021.jpg?width=400&404=product.png
perfume_images\3qyzg4t0jomcv4ut2t65kauj2th1f52wzkrzwfqqoqap76ygirz1fbkmt72m-w500-q85.jpg,Floral,Baiser Volé Eau De Parfum,Cartier,"Floral Notes, Lily, Vanilla",
perfume_images\gn0lqkyaj9ctrnhnl25z1jclcq2rky38ufkg9t24xm6kjejc49bppebpu1qt-w500-q85.jpg,Floral,Jacadi Le Bébé / Baby,Jacadi,"Lily Of The Valley, Orange Blossom, Mandarin, Carnation, Jasmine, Bergamot, Guaiac Wood, Mint, Musk",
perfume_images\ttkqt3qxe9jpzqhedp9oea61fa1k3gaoleqi2bqsdd77j7qgj0moddw6b4be-w500-q85.jpg,Floral,Fleur D'Oranger,Les Petits Plaisirs,"Orange Blossom, Bergamot, Musk, Heliotrope, Rose, Petitgrain",
perfume_images\45bdrgk9zrtdnhysnrdmgt2q1t0cfgng3i6qunf4s6tp4sjgceu0ztujzk2u-w500-q85.jpg,Floral,Lily Eau De Parfum Lumière,O Boticário,"Lily, Orange Blossom, Neroli, Praline, Osmanthus, Amber, Vanilla, Bergamot, Mandarin, Patchouli, Pink Pepper, Sandalwood",
perfume_images\hb641ozpbeslikuafy073mm4v03e48rdrho6a0c3714l3lvf8ew1wqn2eifc-w500-q85.jpg,Amber_Oriental,Sancti,Liquides Imaginaires,"Aldehyde, Pink Pepper, Cedarwood (Texas), Benzoin, Ciste Labdanum, Incense / Olibanum, Myrrh, Bergamot, Cardamom, Coriander, Grapefruit, Lavender, Mandarin, Musk, Nutmeg, Patchouli, Rosemary, Vetiver, Cedarwood (Atlas)",
perfume_images\t3gx0y7kjypmay7nnxrsi84935rueftbhltmcctinltgsn1rno76e397jkgl-w500-q85.jpg,Woody,Lumière Noire Pour Femme,Maison Francis Kurkdjian,"Patchouli, Red Chili, Narcissus, Rose",
perfume_images\rf97ez9gifnx2ep4so6n8tdapakn1k7b9uys59ecinwwxq50o4y6pn6qfz93-w500-q85.jpg,Sweet,Calaluna,Bulgari,"Sandalwood (Australia), Heliotrope, Cardamom, Iris / Orris, Musk, Ambrette Seed",
perfume_images\lcjps81d26fo6j7sv12nk480qe4zk97obydqq9obhkmo2g230qldsaud43v9-w500-q85.jpg,Woody,Close To My Heart,Bella Freud,"Oud / Agarwood, Tuberose, Neroli, Sandalwood, Jasmine, Rose (Grasse), Musk, Patchouli",
perfume_images\gwuko8evbslul29in64beveiclhniwrhur0ebl3higjw4ewjf1648b7gt0bw-w500-q85.jpg,Floral,Opium Vapeurs De Parfum,Yves Saint Laurent,"Orange Blossom, Jasmine (Sambac), Pink Pepper, Benzoin, Incense / Olibanum, Vanilla, Mandarin, Mate, Nutmeg, Patchouli, Petitgrain, Vetiver",
perfume_images\n55il99rmtqdnaqhq0i7whrrlfxrou9cchgu4cv8u7fmm9ya2eqh3vm6avll-w500-q85.jpg,Floral,Bench For Her,Bench.,"Rose, Lemon, Patchouli, Apple, Cedarwood",
perfume_images\v6yh606uolqlvvd80r6csv5io2jby3c5auauk318gvqco4ka8drpnspxxpsa-w500-q85.jpg,Floral,Aire De Sevilla Aqua Fresca De Azahar,Instituto Español,"Orange Blossom, Amber, Bergamot, Jasmine, Lily Of The Valley, Clementine, Mandarin, Musk",
perfume_images\autgmmxbaofhj1r2lfktbbkkolv6n44tjnua0jbvp61z2x2i8tw0tlqg8yer-w500-q85.jpg,Woody,Evening Delights,Ramsons,"Jasmine, Mandarin, Patchouli, Amber, Vanilla, Cardamom, Grapefruit, Leather, Lily, Lime, Nutmeg, Plum, Violet",
perfume_images\olrjsd4qfoeg3ak172hydjcuj1sqbsklfoagdipqeb1s012wk2b4pk365gih-w500-q85.jpg,Woody,Birdie,Xerjoff,"Woody Notes, Fresh Cut Grass",
perfume_images\cmlk3eph8k9il38vae66xqv1lmt6314edyvd4ov53de4czs8gtd2lt7ei4t9-w500-q85.jpg,Fresh,Panama,Sober,"Bergamot, Lavender, Vetiver, Geranium, Pink Pepper, Amber, Nutmeg, Patchouli",
perfume_images\319gyvtz5d1oqhmga39z0qgi88yojmi98v0kzy2avubmcrd2njxn2a8wmmu2-w500-q85.jpg,Woody,Anafi,Korres,"Sandalwood, Grapefruit, Orange Blossom, Vetiver, Bergamot, Mandarin, Lavender, Nutmeg, Patchouli",
perfume_images\9gjhpywlme64a8r6io96peajf1tousfoi3ugs28mu7snkf2zubu68xcpnaxg-w500-q85.jpg,Floral,Decades 90'S Couture,Cher,"Pear, Jasmine (Sambac), Sandalwood, Bergamot, Vanilla (Bourbon)",
perfume_images\qyjho0523ibamkbk2srtcgylin9oqtdj83hxpdeykjp62yzrdu5sfhwd2qez-w500-q85.jpg,Floral,Entebaa Pour Femme,Rasasi,"Mimosa, Musk, Peach, Pear, Rose",
